,Unnamed: 0,Hotel Name,Cost Per Night,Rating,Features,Location,Selling_Price,Cost_Price,Discount,City,Locality,Rate,Customer_Rating,Remarks,Category,wifi_availabilty,Hotel_Name,Elevator,Parking Facility,Power backup,Doctor on Call,CCTV Cameras,Reception,AC
120,120,OYO Townhouse  409 Brostay Meera Bagh,₹994₹241658% offper room per nightView DetailsBook Now,4.4 (1639 Ratings)·Very Good, Reception  Free Wifi  Power backup  + 5 more,"A-342, Meera Bagh, Paschim Vihar, Delhi",994.0,2416.0,58.0,Delhi,"A-342, Meera Bagh, Paschim Vihar, ",4.4,9 Ratings,Very,OYO,yes,Townhouse 409 Brostay Meera Bagh,yes,yes,yes,yes,yes,yes,yes
121,121,OYO Townhouse 604 The Royal Galaxy,₹1482₹298450% offper room per nightView DetailsBook Now,3.5 (298 Ratings)·Good, Parking Facility  Free Wifi  AC  + 11 more,"Plot 2,Sec-12B,Opposite Metro Station Sec-12,Dwarka,New Delhi",1482.0,1482.0,50.0,Delhi,"Plot 2,Sec-12B,Opposite Metro Station Sec-12,Dwarka,New ",3.5,8 Ratings,Good,OYO,yes,Townhouse 604 The Royal Galaxy,yes,yes,yes,yes,yes,yes,yes
122,122,OYO 86200 Sahil Residency,₹541₹192071% offper room per nightView DetailsBook Now,3.8 (61 Ratings)·Good, Doctor on Call  Parking Facility  Reception  + 17 more,"Road Number 77, Delhi",541.0,1920.0,71.0,Delhi,"Road Number 77, ",3.8,1 Ratings,Good,OYO,no,86200 Sahil Residency,no,no,no,no,no,no,no
123,123,OYO 69968 Trish Inn ,₹1014₹217853% offper room per nightView DetailsBook Now,3.6 (119 Ratings)·Good, AC  TV ,"Opposite max hospital, Delhi",1014.0,1014.0,53.0,Delhi,"Opposite max hospital, ",3.6,9 Ratings,Good,OYO,no,69968 Trish Inn,no,no,no,no,no,no,no
124,124,Townhouse 868 Grand Pacific Ocean,₹961₹203252% offper room per nightView DetailsBook Now,4.5 (1024 Ratings)·Excellent, Parking Facility  Reception  Free Wifi  + 18 more,"WZ-3 Opp Pillor no 322 Moti Nagar Delhi 110051, Delhi",961.0,2032.0,52.0,Delhi,"WZ-3 Opp Pillor no 322 Moti Nagar  110051, ",4.5,4 Ratings,Excellent,Townhouse,yes,868 Grand Pacific Ocean,yes,yes,yes,yes,yes,yes,yes
125,125,CAPITAL O 88560 The Vegas,₹647₹154158% offper room per nightView DetailsBook Now,3.5 (14 Ratings)·Good, Elevator  Free Wifi  Geyser  + 6 more,"g.39 ramphal chwok Dwarka sec.7, Delhi",647.0,1541.0,58.0,Delhi,"g.39 ramphal chwok Dwarka sec.7, ",3.5,4 Ratings,Good,,yes,O 88560 The Vegas,yes,yes,yes,yes,yes,yes,yes
126,126,SPOT ON 39899 Shyam Palace,₹499₹135263% offper room per nightView DetailsBook Now,4.1 (670 Ratings)·Very Good, AC  Reception  TV  + 8 more,"Near R K Ashram Metro Station, Pahar Ganj, Delhi",499.0,1352.0,63.0,Delhi,"Near R K Ashram Metro Station, Pahar Ganj, ",4.1,0 Ratings,Very,SPOT ON,no,ON 39899 Shyam Palace,no,no,no,no,no,no,no
127,127,OYO 81119 Hotel Prince,₹541₹139161% offper room per nightView DetailsBook Now,3.6 (211 Ratings)·Good, Hair Dryer  Parking Facility  Reception  + 20 more,"Delhi , Delhi",541.0,1391.0,61.0,Delhi," , ",3.6,1 Ratings,Good,OYO,no,81119 Hotel Prince,no,no,no,no,no,no,no
128,128,OYO 65163 Mahalaxmi Deluxe,₹562₹187269% offper room per nightView DetailsBook Now,3.9 (46 Ratings)·Good, Reception  Free Wifi  24/7 Checkin  + 10 more,"2682, Street No.8, Chuna Mandi, Paharganj, New Delhi-110055",562.0,1872.0,69.0,Delhi,"2682, Street No.8, Chuna Mandi, Paharganj, New -110055",3.9,6 Ratings,Good,OYO,yes,65163 Mahalaxmi Deluxe,yes,yes,yes,yes,yes,yes,yes
129,129,Capital O 86909 Hotel Cozy Inn,₹811₹253668% offper room per nightView DetailsBook Now,4.1 (52 Ratings)·Very Good, Parking Facility  Reception  Free Wifi  + 19 more,"Ram Murthi Pasi Marg, Sector 11, Rohini, Alipur Tehsil, Delhi",811.0,2536.0,68.0,Delhi,"Ram Murthi Pasi Marg, Sector 11, Rohini, Alipur Tehsil, ",4.1,2 Ratings,Very,Capital O,yes,O 86909 Hotel Cozy Inn,yes,yes,yes,yes,yes,yes,yes
130,130,OYO 87627 Delight Stay ,₹592₹199770% offper room per nightView DetailsBook Now,4.1 (36 Ratings)·Very Good, Reception  Ticket Tour Assistance  Free Wifi  + 17 more,"India, Delhi",592.0,1997.0,70.0,Delhi,"India, ",4.1,6 Ratings,Very,OYO,yes,87627 Delight Stay,yes,yes,yes,yes,yes,yes,yes
131,131,OYO 78525 Indian Residency,₹657₹202167% offper room per nightView DetailsBook Now,3.9 (407 Ratings)·Good, Parking Facility  Free Wifi  CCTV Cameras  + 6 more,"Above Canara Bank Lajpat Nagar Part-2, Delhi",657.0,2021.0,67.0,Delhi,"Above Canara Bank Lajpat Nagar Part-2, ",3.9,7 Ratings,Good,OYO,yes,78525 Indian Residency,yes,yes,yes,yes,yes,yes,yes
132,132,Capital O 70301 Rohil Residency,₹792₹319075% offper room per nightView DetailsBook Now,3.3 (1837 Ratings)·Fair, Parking Facility  Reception  Free Wifi  + 17 more,"Near rithala metro station, Pehladpur Bangar, Delhi",792.0,3190.0,75.0,Delhi,"Near rithala metro station, Pehladpur Bangar, ",3.3,7 Ratings,Fair,Capital O,yes,O 70301 Rohil Residency,yes,yes,yes,yes,yes,yes,yes
133,133,OYO 29435 Park Inn,₹1318₹376364% offper room per nightView DetailsBook Now,3.7 (113 Ratings)·Good, Parking Facility  Reception  Free Wifi  + 17 more,"Near Bus Stop, Chittaranjan Park, Delhi",1318.0,1318.0,64.0,Delhi,"Near Bus Stop, Chittaranjan Park, ",3.7,3 Ratings,Good,OYO,yes,29435 Park Inn,yes,yes,yes,yes,yes,yes,yes
134,134,OYO Townhouse 286 Vaishali Dakshini Pitampura,₹1807₹355249% offper room per nightView DetailsBook Now,3.8 (2487 Ratings)·Good, Parking Facility  Private Entrance  Reception  + 12 more,"Near Pitampura Metro Station, Delhi",1807.0,1807.0,49.0,Delhi,"Near Pitampura Metro Station, ",3.8,7 Ratings,Good,OYO,no,Townhouse 286 Vaishali Dakshini Pitampura,no,no,no,no,no,no,no
135,135,Collection O 87188 Hotel Grand International,₹691₹192964% offper room per nightView DetailsBook Now,2.9 (137 Ratings)·Fair, Reception  Ticket Tour Assistance  Caretaker  + 18 more,"India, Delhi",691.0,1929.0,64.0,Delhi,"India, ",2.9,7 Ratings,Fair,Collection O,no,O 87188 Hotel Grand International,no,no,no,no,no,no,no
136,136,OYO 24677 Tashkent,₹783₹225365% offper room per nightView DetailsBook Now,3.8 (2352 Ratings)·Good, Free Wifi  Power backup  TV  + 14 more,"Paharganj, Delhi",783.0,2253.0,65.0,Delhi,"Paharganj, ",3.8,2 Ratings,Good,OYO,yes,24677 Tashkent,yes,yes,yes,yes,yes,yes,yes
137,137,OYO 69987 The Cozy Inn,₹546₹202873% offper room per nightView DetailsBook Now,3.7 (568 Ratings)·Good, Reception  Free Wifi  CCTV Cameras  + 6 more,"Near Haiderpur Metro Station, Auchandi Road, Delhi",546.0,2028.0,73.0,Delhi,"Near Haiderpur Metro Station, Auchandi Road, ",3.7,8 Ratings,Good,OYO,yes,69987 The Cozy Inn,yes,yes,yes,yes,yes,yes,yes
138,138,OYO Townhouse 475 Nangal Raya Pankha Road,₹1786₹340147% offper room per nightView DetailsBook Now,4.1 (2088 Ratings)·Very Good, Reception  Free Wifi  Power backup  + 9 more,"Near EASYDAY, Gandhi Market, Delhi",1786.0,1786.0,47.0,Delhi,"Near EASYDAY, Gandhi Market, ",4.1,8 Ratings,Very,OYO,yes,Townhouse 475 Nangal Raya Pankha Road,yes,yes,yes,yes,yes,yes,yes
139,139,OYO 35359 Hotel Victoria Dx,₹713₹238870% offper room per nightView DetailsBook Now,3.2 (139 Ratings)·Fair, AC  TV  Queen Sized Bed  + 3 more,"Near New Delhi Railway Station, Delhi",713.0,2388.0,70.0,Delhi,"Near New  Railway Station, ",3.2,9 Ratings,Fair,OYO,no,35359 Hotel Victoria Dx,no,no,no,no,no,no,no
140,140,OYO 84596 Hotel North Campus,₹949₹224657% offper room per nightView DetailsBook Now,2.5 (75 Ratings)·Fair, Hair Dryer  Reception  Free Wifi  + 16 more,"Delhi, Delhi",949.0,2246.0,57.0,Delhi,", ",2.5,5 Ratings,Fair,OYO,yes,84596 Hotel North Campus,yes,yes,yes,yes,yes,yes,yes
141,141,OYO Flagship 80575 Kashish Residency,₹699₹350480% offper room per nightView DetailsBook Now,2.9 (381 Ratings)·Fair, Private Entrance  Reception  Power backup  + 26 more,"Ashok Vihar-3, Delhi",699.0,3504.0,80.0,Delhi,"Ashok Vihar-3, ",2.9,1 Ratings,Fair,OYO,no,Flagship 80575 Kashish Residency,no,no,no,no,no,no,no
142,142,OYO 9726 Hotel Aura Palace Deluxe,₹910₹217458% offper room per nightView DetailsBook Now,4.4 (1833 Ratings)·Very Good, AC  TV ,"Pahar Ganj, Delhi",910.0,2174.0,58.0,Delhi,"Pahar Ganj, ",4.4,3 Ratings,Very,OYO,no,9726 Hotel Aura Palace Deluxe,no,no,no,no,no,no,no
143,143,OYO 75287 Pubg Residency ,₹696₹224068% offper room per nightView DetailsBook Now,3.8 (959 Ratings)·Good, Extra Mattress Possible  AC  TV  + 2 more,"Near Reliance Fresh, Mayur Vihar Phase 1, Delhi",696.0,2240.0,68.0,Delhi,"Near Reliance Fresh, Mayur Vihar Phase 1, ",3.8,9 Ratings,Good,OYO,no,75287 Pubg Residency,no,no,no,no,no,no,no
144,144,OYO 78699 Hotel Klick International,₹920₹192352% offper room per nightView DetailsBook Now,3.3 (44 Ratings)·Fair, Elevator  Free Wifi  Geyser  + 7 more,", Delhi",920.0,1923.0,52.0,Delhi,", ",3.3,4 Ratings,Fair,OYO,yes,78699 Hotel Klick International,yes,yes,yes,yes,yes,yes,yes
145,145,OYO 6467 Kochar Plaza,₹899₹241262% offper room per nightView DetailsBook Now,4.4 (1794 Ratings)·Very Good, Parking Facility  Free Wifi  Power backup  + 16 more,"Near Liberty Cinema, New Rohtak Rd, Delhi",899.0,2412.0,62.0,Delhi,"Near Liberty Cinema, New Rohtak Rd, ",4.4,4 Ratings,Very,OYO,yes,6467 Kochar Plaza,yes,yes,yes,yes,yes,yes,yes
146,146,Capital O 85988 Dwarka Metro View,₹747₹241969% offper room per nightView DetailsBook Now,3.5 (93 Ratings)·Good, Reception  Ticket Tour Assistance  Caretaker  + 28 more,"delhi , Delhi",747.0,2419.0,69.0,Delhi,"delhi , ",3.5,3 Ratings,Good,Capital O,no,O 85988 Dwarka Metro View,no,no,no,no,no,no,no
147,147,Collection O 77161 Shalimar Bagh,₹899₹304770% offper room per nightView DetailsBook Now,3.7 (1532 Ratings)·Good, Free Wifi  AC  TV ,"Shalimar Village., Delhi",899.0,3047.0,70.0,Delhi,"Shalimar Village., ",3.7,2 Ratings,Good,Collection O,yes,O 77161 Shalimar Bagh,yes,yes,yes,yes,yes,yes,yes
148,148,OYO 84730 Z-heart,₹695₹193864% offper room per nightView DetailsBook Now,4.3 (11 Ratings)·Very Good, Elevator  Free Wifi  Geyser  + 7 more,"D-28 vishwakarma colony pul  delhi 110044, Delhi",695.0,1938.0,64.0,Delhi,"D-28 vishwakarma colony pul  delhi 110044, ",4.3,1 Ratings,Very,OYO,yes,84730 Z-heart,yes,yes,yes,yes,yes,yes,yes
149,149,OYO 2064 Hotel The Spot,₹688₹208066% offper room per nightView DetailsBook Now,4.3 (1469 Ratings)·Very Good, Free Wifi  Power backup  Card Payment  + 12 more,"New Delhi , Delhi",688.0,2080.0,66.0,Delhi,"New  , ",4.3,9 Ratings,Very,OYO,yes,2064 Hotel The Spot,yes,yes,yes,yes,yes,yes,yes
150,150,OYO 77731 DEL1488 Hmoca,₹675₹179362% offper room per nightView DetailsBook Now,3.6 (947 Ratings)·Good, Free Wifi  CCTV Cameras  AC  + 6 more,"KHANPUR, Delhi",675.0,1793.0,62.0,Delhi,"KHANPUR, ",3.6,7 Ratings,Good,OYO,yes,77731 DEL1488 Hmoca,yes,yes,yes,yes,yes,yes,yes
151,151,OYO 16978 Hotel Sterling Inn,₹1335₹254247% offper room per nightView DetailsBook Now,4.7 (1773 Ratings)·Excellent, Reception  Free Wifi  Power backup  + 12 more,"Paharganj, Delhi",1335.0,1335.0,47.0,Delhi,"Paharganj, ",4.7,3 Ratings,Excellent,OYO,yes,16978 Hotel Sterling Inn,yes,yes,yes,yes,yes,yes,yes
152,152,OYO 15835 Hotel City Palace,₹699₹208066% offper room per nightView DetailsBook Now,4.1 (277 Ratings)·Very Good, Free Wifi  Power backup  AC  + 6 more,"Near New Delhi Railway Station, Delhi",699.0,2080.0,66.0,Delhi,"Near New  Railway Station, ",4.1,7 Ratings,Very,OYO,yes,15835 Hotel City Palace,yes,yes,yes,yes,yes,yes,yes
153,153,Collection O 79356 Mahavir Enclave,₹576₹228774% offper room per nightView DetailsBook Now,4.2 (1064 Ratings)·Very Good, Free Wifi  Geyser  AC  + 2 more,"dwarka, Delhi",576.0,2287.0,74.0,Delhi,"dwarka, ",4.2,4 Ratings,Very,Collection O,yes,O 79356 Mahavir Enclave,yes,yes,yes,yes,yes,yes,yes
154,154,OYO 81569 The Red Rose Inn,₹500₹208976% offper room per nightView DetailsBook Now,2.9 (142 Ratings)·Fair, Reception  Ticket Tour Assistance  Caretaker  + 10 more,"India, Delhi",500.0,2089.0,76.0,Delhi,"India, ",2.9,2 Ratings,Fair,OYO,no,81569 The Red Rose Inn,no,no,no,no,no,no,no
155,155,OYO 24436 Ramji 7 Grand,₹921₹208055% offper room per nightView DetailsBook Now,4.1 (515 Ratings)·Very Good, Reception  Free Wifi  Power backup  + 16 more,"Near Kirti Nagar Metro Station, Delhi",921.0,2080.0,55.0,Delhi,"Near Kirti Nagar Metro Station, ",4.1,5 Ratings,Very,OYO,yes,24436 Ramji 7 Grand,yes,yes,yes,yes,yes,yes,yes
156,156,Capital O 43002 Grand Bella,₹1420₹270547% offper room per nightView DetailsBook Now,4.1 (68 Ratings)·Very Good, Reception  Free Wifi  Power backup  + 13 more,"Near Bus Stop, Chittaranjan Park, Delhi",1420.0,1420.0,47.0,Delhi,"Near Bus Stop, Chittaranjan Park, ",4.1,8 Ratings,Very,Capital O,yes,O 43002 Grand Bella,yes,yes,yes,yes,yes,yes,yes
157,157,OYO 87965 Padam Residency By Meet You There,₹625₹221271% offper room per nightView DetailsBook Now,4.2 (42 Ratings)·Very Good, Hair Dryer  Reception  Free Wifi  + 15 more,"Main Market Shakarpur, Delhi",625.0,2212.0,71.0,Delhi,"Main Market Shakarpur, ",4.2,2 Ratings,Very,OYO,yes,87965 Padam Residency By Meet You There,yes,yes,yes,yes,yes,yes,yes
